,p1,p3,p4,p5,p6,p7,p13,p14,p15,p17,p19,p20,p21,p22,p23,p24,p26,p27,p32,p33,p34,p35,p36,p39,p40,p41,p42,p43,p44,p45,p46.1,p46.2,p46.3,p46.4,p46.5,p46.6,p47,48.1,48.2,48.3,48.4,48.5,48.6,54.1,54.2,54.3,54.4,54.5,54.6,54.7,54.8,54.9,54.91,p65,p66,p67,"p68,1","p68,2","p68,3","p68,4","p68,5","p68,6","p68,7","p68,8","p68,9","P70,1","p70,2","p70,3",p71,"p72,1","p72,2","p72,3","p72,4","p72,5","p72,6","p72,7",p74,p91,p92,p93,p94,p95,p96,p97,p99,p100,p101,p102,p103,p104,p106,"p108,1","p108,2","p108,3","p108,4","p108,5","p108,6","p108,7","p108,8","p108,9","p108,91","p108,92",p128,p131
0,2019,4,3,30,36,42,0,21,0,1,5,7,0,0,0,0,3,1,1,2,1,1,1,2,1,1,4,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,21175.0,5,5,0,0,4,0,0,4,1,2,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2019,4,3,25,36,42,1,48,3,2,5,7,1,0,0,0,5,2,2,3,1,1,2,1,1,1,4,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,3,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,6881.0,5,5,0,0,4,1,1,3,1,2,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,1,1
2,2019,4,3,30,36,42,0,33,0,4,5,8,0,0,0,0,5,2,2,3,1,1,1,2,1,1,4,4,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,22146.0,6,5,0,0,2,1,0,4,0,2,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,1,1
3,2019,4,3,25,36,42,1,36,0,1,5,7,1,0,0,0,6,2,2,4,1,1,2,3,1,1,4,4,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,5840.0,6,5,0,0,4,1,1,1,1,2,1,0,6,3,1,0,0,0,0,0,0,0,0,0,0,1,0
4,2019,4,3,30,36,42,0,64,0,2,5,4,0,2,0,0,5,2,3,2,1,1,1,2,3,1,4,4,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,10078.0,5,5,0,0,4,2,0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,1
5,2019,4,3,30,36,42,0,60,0,1,5,7,0,0,0,0,3,1,2,1,1,1,1,1,2,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2973.0,5,5,0,0,4,1,0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
6,2019,4,3,30,36,42,0,51,5,1,5,7,0,0,0,0,5,3,2,3,1,1,1,2,1,1,4,4,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,682.0,5,5,0,0,4,2,0,1,1,2,0,0,6,4,1,0,0,0,0,0,0,0,0,0,0,1,1
7,2019,4,3,30,36,42,0,45,0,2,5,7,0,1,0,0,4,1,2,2,1,1,1,1,2,1,4,4,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,7739.0,5,5,0,0,4,1,1,3,0,4,0,0,6,4,1,0,0,0,0,0,0,0,0,0,0,0,1
8,2019,4,3,30,36,42,1,53,0,1,5,7,1,0,0,1,5,1,4,1,1,1,1,1,2,1,1,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,10,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,13465.0,6,5,0,0,4,1,1,1,0,2,1,0,6,3,0,0,0,0,0,0,0,0,0,0,0,1,1
9,2019,4,3,30,36,42,0,34,0,2,5,5,0,0,0,0,5,1,2,3,1,2,1,2,1,1,4,4,0,0,0,0,1,0,0,0,3,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,6,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,10580.0,5,5,0,0,1,0,1,1,0,2,0,0,6,3,0,0,0,0,0,0,0,0,0,1,0,0,1
10,2019,4,3,30,36,42,0,70,0,2,1,8,0,0,0,0,2,1,1,1,1,1,1,1,1,2,4,4,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,988.0,5,5,0,0,4,0,0,3,0,2,0,0,6,3,1,0,0,0,0,0,0,0,0,0,0,1,1
11,2019,4,3,25,36,42,1,23,0,2,5,8,1,0,0,0,7,2,3,4,1,1,1,2,2,1,1,1,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,383.0,5,5,0,0,4,1,0,3,0,2,0,0,6,4,1,0,0,0,0,0,0,0,0,0,0,1,0
12,2019,4,3,30,36,42,0,48,0,0,5,7,0,0,0,0,8,1,2,6,1,1,2,3,2,1,4,4,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,4468.0,5,5,0,0,4,1,0,3,1,2,1,0,6,3,1,0,0,0,0,0,0,0,0,0,0,1,0
13,2019,4,3,30,36,42,0,35,0,1,5,7,0,0,2,0,7,2,5,2,1,1,1,2,2,1,1,1,0,1,0,0,1,0,0,0,4,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,22870.0,6,5,0,0,2,2,1,1,1,6,0,0,5,3,1,0,0,0,0,0,0,0,0,0,0,1,0
14,2019,4,3,25,36,42,0,51,0,1,5,7,0,0,2,1,11,4,4,7,2,6,1,3,2,1,4,1,1,1,0,0,1,0,0,0,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,7509.0,5,5,0,0,3,2,0,1,1,2,1,0,6,3,0,0,0,0,0,0,0,0,0,1,0,1,0
15,2019,4,3,25,36,42,1,62,1,4,5,9,1,0,0,0,2,1,1,1,1,1,1,1,1,1,4,4,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,12,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,10690.0,6,5,0,0,4,0,0,1,1,5,0,0,6,4,1,0,0,0,0,0,0,0,0,0,0,1,1
16,2019,4,3,30,36,42,1,33,0,1,5,7,1,0,0,0,5,1,1,4,1,2,1,1,1,1,4,4,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,5435.0,7,5,0,0,3,1,0,0,1,2,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,1,1
17,2019,4,3,25,36,42,1,33,4,2,5,8,1,0,0,0,4,2,2,2,1,1,1,2,1,1,4,4,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,16330.0,2,4,0,0,1,0,1,0,1,2,0,0,6,3,0,0,0,0,0,0,0,0,0,1,0,1,0
18,2019,4,3,30,36,42,1,36,1,1,0,7,1,2,0,0,5,1,1,4,1,2,1,1,1,1,4,4,1,0,0,0,1,0,0,0,4,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,9721.0,6,5,0,0,4,1,0,1,0,2,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,1,1
19,2019,4,3,30,36,42,0,50,0,3,5,7,0,0,0,0,5,1,3,2,1,1,1,1,2,1,4,4,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,4428.0,5,5,0,2,4,1,0,1,0,2,0,0,6,4,1,0,0,0,0,0,0,0,0,0,0,0,1
20,2019,4,3,30,36,42,0,25,4,1,5,7,0,0,0,0,4,2,2,2,1,1,2,2,1,1,1,4,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,10967.0,3,5,0,0,4,1,1,1,1,2,1,0,5,4,1,0,0,0,0,0,0,0,0,0,0,1,0
21,2019,4,3,25,36,42,0,27,4,2,5,6,0,0,0,0,4,1,3,1,2,1,1,2,1,1,4,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,4056.0,6,5,0,0,1,0,0,1,1,2,1,0,6,3,0,0,0,0,0,0,0,0,0,1,0,1,0
22,2019,4,3,25,36,42,0,21,4,1,5,8,0,0,0,0,3,1,2,1,1,1,1,2,1,1,4,4,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5217.0,0,5,500,0,4,0,1,1,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1
23,2019,4,3,30,36,42,0,47,0,1,5,8,0,0,0,0,3,1,1,2,1,1,1,1,2,1,4,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,22458.0,3,5,0,0,4,1,0,3,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1
24,2019,4,3,30,36,42,1,76,5,2,5,5,1,2,0,0,5,2,3,2,1,2,1,2,1,1,4,4,1,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,3533.0,6,5,0,0,3,1,0,8,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1
25,2019,4,3,30,36,42,0,37,4,1,5,8,0,0,0,0,5,1,3,2,1,1,1,1,2,1,1,1,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,8359.0,3,5,0,0,1,1,0,0,1,2,1,0,6,3,0,0,0,0,0,0,0,0,0,1,0,1,1
26,2019,4,3,30,36,42,0,50,0,3,5,8,0,0,0,0,8,1,7,1,1,1,1,1,2,1,4,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4649.0,6,5,0,0,1,0,1,1,0,9,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0
27,2019,4,3,30,36,42,0,31,4,4,5,8,0,0,0,0,4,1,2,2,1,1,1,2,1,1,4,4,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,12798.0,0,5,1000,0,3,0,0,1,2,2,2,0,6,3,0,0,0,0,0,0,0,0,0,1,0,1,1
28,2019,4,3,25,36,42,1,36,2,2,1,7,1,0,0,0,14,2,7,7,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,24173.0,5,5,0,0,4,1,1,4,1,2,0,0,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0
29,2019,4,3,30,36,42,0,21,4,2,5,8,0,0,0,0,4,1,3,1,2,1,1,2,1,1,4,4,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,17352.0,3,5,0,0,4,0,0,3,1,3,0,0,6,3,0,0,0,0,0,0,0,0,0,1,0,1,1
30,2019,4,3,25,36,42,1,78,0,1,1,4,1,2,0,0,2,1,1,1,1,1,1,1,1,2,4,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,23474.0,5,5,0,0,4,0,0,3,1,2,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,1
31,2019,4,3,30,36,42,0,40,0,3,5,8,0,0,0,0,11,1,7,4,1,1,2,1,2,1,4,4,0,0,0,0,1,0,0,0,4,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,6,4,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,7283.0,3,5,0,2,4,0,0,3,2,2,2,0,6,3,0,0,0,0,0,0,0,0,0,1,0,1,1
32,2019,4,3,30,36,42,0,28,0,2,5,6,0,0,0,0,4,1,2,2,1,1,1,2,1,1,4,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,16137.0,5,5,0,0,2,0,0,3,1,2,1,0,6,3,1,0,0,0,0,0,0,0,0,0,0,1,0
33,2019,4,3,30,36,42,1,66,0,1,1,5,1,2,0,0,2,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,11771.0,5,5,0,0,1,0,0,8,1,5,1,0,6,4,0,0,0,0,0,0,0,0,0,1,0,1,1
34,2019,4,3,30,36,42,1,22,4,1,5,7,1,0,0,0,3,1,1,2,1,1,1,2,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,680.0,3,5,0,0,3,0,0,3,2,2,2,0,6,3,0,0,0,0,0,0,0,0,0,1,0,0,1
35,2019,4,3,30,36,42,0,33,4,1,5,8,0,0,0,0,5,1,4,1,1,2,1,2,1,1,4,4,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,24356.0,5,5,0,0,4,0,1,1,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0
36,2019,4,3,30,36,42,1,47,0,4,5,8,1,0,0,0,5,1,3,2,1,1,1,2,2,1,1,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,5523.0,6,5,0,0,2,1,1,3,0,9,0,0,6,3,1,0,0,0,0,0,0,0,0,0,0,1,1
37,2019,4,3,30,36,42,0,43,0,1,5,8,0,0,0,0,7,1,5,2,1,1,2,1,2,1,4,4,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,12,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3563.0,7,5,0,0,1,0,1,1,1,2,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,1,0
38,2019,4,3,25,36,42,1,68,5,4,1,4,1,2,0,0,2,1,1,1,1,1,1,1,1,1,4,4,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,14394.0,6,5,0,0,1,0,1,4,1,2,1,0,5,3,0,0,0,0,0,0,0,0,0,1,0,1,0
39,2019,4,3,30,36,42,0,70,4,4,5,8,0,2,0,0,2,4,1,1,1,1,1,1,1,1,4,4,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,20762.0,5,5,0,0,1,0,0,1,1,4,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1
40,2019,4,3,30,36,42,1,87,5,2,1,2,1,2,2,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,13108.0,5,5,0,0,4,0,0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,1
41,2019,4,3,30,36,42,1,44,0,2,1,2,1,0,0,0,3,1,2,1,1,1,1,1,2,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,14325.0,3,5,800,0,4,2,0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1
42,2019,4,3,30,36,42,0,55,0,1,5,7,0,2,0,0,6,2,4,2,1,1,1,1,2,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,791.0,2,4,0,0,2,1,1,3,1,5,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0
43,2019,4,3,30,36,42,1,71,5,1,1,4,1,0,0,0,2,1,1,1,1,1,1,1,1,1,4,4,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,8622.0,6,5,0,0,4,1,1,1,0,2,0,0,6,4,1,0,0,0,0,0,0,0,0,0,0,0,1
44,2019,4,3,30,36,42,0,28,0,2,5,8,0,0,0,0,4,1,2,2,1,1,1,2,1,1,4,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2595.0,6,5,0,0,4,1,1,3,2,2,0,0,6,3,1,0,0,0,0,0,0,0,0,0,0,1,1
45,2019,4,3,30,36,42,0,49,4,1,1,4,0,0,0,0,2,1,1,1,1,1,1,1,1,1,4,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,6606.0,6,5,0,0,4,0,0,4,1,2,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1
46,2019,4,3,30,36,42,1,46,5,0,5,7,1,0,0,0,4,1,1,3,1,2,1,1,1,1,4,4,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,9876.0,5,5,0,0,4,1,1,3,0,9,0,0,6,4,0,0,0,0,0,0,0,0,0,1,0,1,1
47,2019,4,3,25,36,42,0,43,4,1,5,8,0,0,2,0,8,2,2,6,1,2,1,2,1,1,4,4,1,1,0,0,1,0,0,0,3,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,12,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,11285.0,1,5,0,0,4,2,0,1,1,2,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
48,2019,4,3,25,36,42,1,40,0,4,5,8,1,0,0,0,4,2,3,1,1,1,1,1,2,1,4,4,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,17096.0,5,5,0,0,4,1,0,3,0,2,0,0,6,3,1,0,0,0,0,0,0,0,0,0,0,1,1
49,2019,4,3,30,36,42,1,24,0,2,5,8,1,0,0,0,6,2,3,3,2,1,1,2,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,7,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,5355.0,5,5,0,0,2,2,0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1
50,2019,4,3,30,36,42,1,24,0,1,5,8,1,0,0,0,4,1,2,2,1,1,1,2,1,1,4,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,24516.0,6,5,0,0,4,0,0,1,0,2,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0
51,2019,4,3,30,36,42,1,60,3,1,5,4,1,0,0,0,3,1,2,1,1,1,1,1,2,1,4,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2630.0,6,5,0,0,1,0,0,3,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,1
52,2019,4,3,30,36,42,0,40,4,1,5,7,0,0,0,0,12,2,7,5,2,3,3,2,2,1,4,1,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,9,4,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,23568.0,5,5,0,0,2,2,0,3,2,2,2,0,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0
53,2019,4,3,30,36,42,0,51,0,4,5,6,0,0,0,0,8,3,5,3,1,1,1,4,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,4,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,23866.0,3,5,0,0,3,2,0,3,2,2,2,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0
54,2019,4,3,30,36,42,1,25,4,1,5,8,1,0,0,0,5,1,2,3,2,1,1,2,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,11585.0,6,5,0,0,4,1,0,3,0,2,0,0,6,3,0,0,0,0,0,0,0,0,0,1,0,1,1
55,2019,4,3,30,36,42,0,25,4,1,5,7,0,0,0,0,5,1,3,2,2,1,1,2,1,1,4,4,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,11027.0,3,5,0,0,4,0,1,3,0,2,0,0,6,4,1,0,0,0,0,0,0,0,0,0,0,1,0
56,2019,4,3,30,36,42,1,74,5,3,1,4,1,2,0,1,2,1,1,1,1,1,1,1,1,1,4,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,249.0,5,5,0,0,4,1,1,1,1,2,1,0,6,4,0,0,0,0,0,0,0,0,0,0,1,0,0
57,2019,4,3,30,36,42,1,25,0,1,5,8,1,0,0,0,4,1,1,3,1,1,1,1,1,1,4,4,1,1,0,0,1,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1899.0,3,5,0,0,1,0,0,1,1,6,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0
58,2019,4,3,30,36,42,1,25,0,1,5,8,1,0,0,0,5,1,2,3,1,2,1,2,1,1,1,1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,6972.0,3,5,0,0,1,0,1,3,1,2,1,0,6,3,0,0,0,0,0,0,0,0,0,1,0,1,0
59,2019,4,3,30,36,42,0,42,0,1,5,7,0,0,0,0,4,1,1,3,1,1,1,1,2,1,4,4,1,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,6660.0,5,5,0,2,3,0,1,3,1,2,1,0,6,3,0,0,0,0,0,0,0,0,0,1,0,1,0
60,2019,4,3,30,36,42,0,31,0,3,5,7,0,0,0,0,12,1,6,6,1,2,1,3,1,1,4,4,0,1,0,0,1,0,0,0,6,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,6,4,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,20582.0,5,5,0,0,1,0,0,3,1,2,1,0,6,4,0,0,0,0,0,0,0,0,0,1,0,0,0
61,2019,4,3,25,36,42,0,36,0,1,5,6,0,0,0,0,5,1,2,3,1,2,1,2,1,1,4,4,0,0,1,0,0,0,0,0,3,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,15068.0,3,5,0,0,4,2,0,1,1,2,1,0,6,3,1,0,0,0,0,0,0,0,0,0,0,1,1
62,2019,4,3,25,36,42,1,51,1,1,1,4,1,2,0,0,2,1,1,1,1,1,1,1,1,1,4,4,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,16613.0,6,5,0,0,1,0,1,3,1,2,1,0,6,3,0,0,0,0,0,0,0,0,0,0,1,1,1
